Identifiant site ,Hôte,Essence,Genre,espèce,Taxon fonge,Croisement,Phylum,Famille,Sequencage
15,QP4-15,Quercus pubescens,Oidiodendron,sp2,Oidiodendron sp2,15 sp2 Oidiodendron sp2,Ascomycète,Myxotrichaceae,a
15,QP4-2,Quercus pubescens,Oidiodendron,sp2,Oidiodendron sp2,15 sp2 Oidiodendron sp2,Ascomycète,Myxotrichaceae,a
14,CS7-17,Castanea sativa,Tomentella,sp20,Tomentella sp20,14 sp20 Tomentella sp20,Basidiomycète,Thelephoraceae,a
14,CS7-18,Castanea sativa,Tomentella,sp20,Tomentella sp20,14 sp20 Tomentella sp20,Basidiomycète,Thelephoraceae,a
14,CS7-19,Castanea sativa,Tomentella,sp20,Tomentella sp20,14 sp20 Tomentella sp20,Basidiomycète,Thelephoraceae,b
14,CS7-6,Castanea sativa,Tomentella,sp20,Tomentella sp20,14 sp20 Tomentella sp20,Basidiomycète,Thelephoraceae,b
7,QI1-5,Quercus ilex,Tomentella,sp20,Tomentella sp20,7 sp20 Tomentella sp20,Basidiomycète,Thelephoraceae,b
15,CS7-3,Castanea sativa,Tomentella,sp21,Tomentella sp21,15 sp21 Tomentella sp21,Basidiomycète,Thelephoraceae,b
15,FS1-13,Fagus sylvatica,Tomentella,sp21,Tomentella sp21,15 sp21 Tomentella sp21,Basidiomycète,Thelephoraceae,b
15,FS1-15,Fagus sylvatica,Tomentella,sp21,Tomentella sp21,15 sp21 Tomentella sp21,Basidiomycète,Thelephoraceae,b
15,FS1-16,Fagus sylvatica,Tomentella,sp21,Tomentella sp21,15 sp21 Tomentella sp21,Basidiomycète,Thelephoraceae,b
15,FS1-17,Fagus sylvatica,Tomentella,sp21,Tomentella sp21,15 sp21 Tomentella sp21,Basidiomycète,Thelephoraceae,b
15,FS1-2,Fagus sylvatica,Tomentella,sp21,Tomentella sp21,15 sp21 Tomentella sp21,Basidiomycète,Thelephoraceae,a
15,FS1-7,Fagus sylvatica,Tomentella,sp21,Tomentella sp21,15 sp21 Tomentella sp21,Basidiomycète,Thelephoraceae,a
15,QI4-11,Quercus ilex,Tomentella,sp22,Tomentella sp22,15 sp22 Tomentella sp22,Basidiomycète,Thelephoraceae,a
15,AU2-1,Arbutus unedo,Tomentella,sp23,Tomentella sp23,15 sp23 Tomentella sp23,Basidiomycète,Thelephoraceae,a
15,AU2-3,Arbutus unedo,Tomentella,sp23,Tomentella sp23,15 sp23 Tomentella sp23,Basidiomycète,Thelephoraceae,a
15,AU3-3,Arbutus unedo,Tomentella,sp23,Tomentella sp23,15 sp23 Tomentella sp23,Basidiomycète,Thelephoraceae,a
15,CS4-3,Castanea sativa,Tomentella,sp23,Tomentella sp23,15 sp23 Tomentella sp23,Basidiomycète,Thelephoraceae,a
15,QI4-10,Quercus ilex,Tomentella,sp23,Tomentella sp23,15 sp23 Tomentella sp23,Basidiomycète,Thelephoraceae,a
15,QI4-13,Quercus ilex,Tomentella,sp23,Tomentella sp23,15 sp23 Tomentella sp23,Basidiomycète,Thelephoraceae,b
15,QP4-5,Quercus pubescens,Tomentella,sp23,Tomentella sp23,15 sp23 Tomentella sp23,Basidiomycète,Thelephoraceae,a
15,QP4-6,Quercus pubescens,Tomentella,sp23,Tomentella sp23,15 sp23 Tomentella sp23,Basidiomycète,Thelephoraceae,a
15,AU5-1,Arbutus unedo,Tomentella,sp24,Tomentella sp24,15 sp24 Tomentella sp24,Basidiomycète,Thelephoraceae,a
15,AU5-11,Arbutus unedo,Tomentella,sp24,Tomentella sp24,15 sp24 Tomentella sp24,Basidiomycète,Thelephoraceae,a
15,AU5-12,Arbutus unedo,Tomentella,sp24,Tomentella sp24,15 sp24 Tomentella sp24,Basidiomycète,Thelephoraceae,a
15,AU5-14,Arbutus unedo,Tomentella,sp24,Tomentella sp24,15 sp24 Tomentella sp24,Basidiomycète,Thelephoraceae,a
15,AU5-2,Arbutus unedo,Tomentella,sp24,Tomentella sp24,15 sp24 Tomentella sp24,Basidiomycète,Thelephoraceae,a
15,AU5-3,Arbutus unedo,Tomentella,sp24,Tomentella sp24,15 sp24 Tomentella sp24,Basidiomycète,Thelephoraceae,a
15,AU5-4,Arbutus unedo,Tomentella,sp24,Tomentella sp24,15 sp24 Tomentella sp24,Basidiomycète,Thelephoraceae,a
15,AU5-7,Arbutus unedo,Tomentella,sp24,Tomentella sp24,15 sp24 Tomentella sp24,Basidiomycète,Thelephoraceae,a
15,AU5-8,Arbutus unedo,Tomentella,sp24,Tomentella sp24,15 sp24 Tomentella sp24,Basidiomycète,Thelephoraceae,a
15,CS1-15,Castanea sativa,Tomentella,sp24,Tomentella sp24,15 sp24 Tomentella sp24,Basidiomycète,Thelephoraceae,a
15,CS1-5,Castanea sativa,Tomentella,sp24,Tomentella sp24,15 sp24 Tomentella sp24,Basidiomycète,Thelephoraceae,a
15,CS1-6,Castanea sativa,Tomentella,sp24,Tomentella sp24,15 sp24 Tomentella sp24,Basidiomycète,Thelephoraceae,a
15,CS3-8,Castanea sativa,Cenococcum,sp3,Cenococcum sp3,15 sp3 Cenococcum sp3,Ascomycète,Dothydeomycetes,a
15,CS4-1,Castanea sativa,Cenococcum,sp3,Cenococcum sp3,15 sp3 Cenococcum sp3,Ascomycète,Dothydeomycetes,a
15,CS4-4,Castanea sativa,Cenococcum,sp3,Cenococcum sp3,15 sp3 Cenococcum sp3,Ascomycète,Dothydeomycetes,a
15,CS4-8,Castanea sativa,Cenococcum,sp3,Cenococcum sp3,15 sp3 Cenococcum sp3,Ascomycète,Dothydeomycetes,a
15,CS6-2,Castanea sativa,Cenococcum,sp3,Cenococcum sp3,15 sp3 Cenococcum sp3,Ascomycète,Dothydeomycetes,a
15,FS6-7,Fagus sylvatica,Cenococcum,sp3,Cenococcum sp3,15 sp3 Cenococcum sp3,Ascomycète,Dothydeomycetes,a
15,PIN2-13,Pinus spp.,Cenococcum,sp3,Cenococcum sp3,15 sp3 Cenococcum sp3,Ascomycète,Dothydeomycetes,a
15,PIN2-19,Pinus spp.,Cenococcum,sp3,Cenococcum sp3,15 sp3 Cenococcum sp3,Ascomycète,Dothydeomycetes,a
15,PIN2-20,Pinus spp.,Cenococcum,sp3,Cenococcum sp3,15 sp3 Cenococcum sp3,Ascomycète,Dothydeomycetes,a
15,PIN2-3,Pinus spp.,Helotiales,sp3,Helotiales sp3,15 sp3 Helotiales sp3,Ascomycète,Helotiales,a
14,PIN3-12,Pinus spp.,Tomentella,sp3,Tomentella sp3,14 sp3 Tomentella sp3,Basidiomycète,Thelephoraceae,a
14,QI2-3,Quercus ilex,Tomentella,sp3,Tomentella sp3,14 sp3 Tomentella sp3,Basidiomycète,Thelephoraceae,a
14,QI2-4,Quercus ilex,Tomentella,sp3,Tomentella sp3,14 sp3 Tomentella sp3,Basidiomycète,Thelephoraceae,a
14,QI2-5,Quercus ilex,Tomentella,sp3,Tomentella sp3,14 sp3 Tomentella sp3,Basidiomycète,Thelephoraceae,a
14,QI2-7,Quercus ilex,Tomentella,sp3,Tomentella sp3,14 sp3 Tomentella sp3,Basidiomycète,Thelephoraceae,a
14,QI2-9,Quercus ilex,Tomentella,sp3,Tomentella sp3,14 sp3 Tomentella sp3,Basidiomycète,Thelephoraceae,a
15,QI6-1,Quercus ilex,Cenococcum,sp3,Cenococcum sp3,15 sp3 Cenococcum sp3,Ascomycète,Dothydeomycetes,a
15,QI6-2,Quercus ilex,Cenococcum,sp3,Cenococcum sp3,15 sp3 Cenococcum sp3,Ascomycète,Dothydeomycetes,a
15,QI6-3,Quercus ilex,Cenococcum,sp3,Cenococcum sp3,15 sp3 Cenococcum sp3,Ascomycète,Dothydeomycetes,a
15,QI6-6,Quercus ilex,Cenococcum,sp3,Cenococcum sp3,15 sp3 Cenococcum sp3,Ascomycète,Dothydeomycetes,a
15,QP1-6,Quercus pubescens,Sistotrema,sp3,Sistotrema sp3,15 sp3 Sistotrema sp3,Basidiomycète,Hydnaceae,a
15,QP4-14,Quercus pubescens,Trechisporales,sp3,Trechisporales sp3,15 sp3 Trechisporales sp3,Basidiomycète,Trechisporale,a
15,QP7-2,Quercus pubescens,Cenococcum,sp3,Cenococcum sp3,15 sp3 Cenococcum sp3,Ascomycète,Dothydeomycetes,a
15,CS1-12,Castanea sativa,Helotiales,sp4,Helotiales sp4,15 sp4 Helotiales sp4,Ascomycète,Helotiales,a
14,QI2-10,Quercus ilex,Tomentella,sp4,Tomentella sp4,14 sp4 Tomentella sp4,Basidiomycète,Thelephoraceae,a
15,QP2-2,Quercus pubescens,Cenococcum,sp4,Cenococcum sp4,15 sp4 Cenococcum sp4,Ascomycète,Dothydeomycetes,a
14,AU1-3,Arbutus unedo,Cenococcum,sp5,Cenococcum sp5,14 sp5 Cenococcum sp5,Ascomycète,Dothydeomycetes,a
14,AU1-4,Arbutus unedo,Cenococcum,sp5,Cenococcum sp5,14 sp5 Cenococcum sp5,Ascomycète,Dothydeomycetes,a
14,AU1-6,Arbutus unedo,Cenococcum,sp5,Cenococcum sp5,14 sp5 Cenococcum sp5,Ascomycète,Dothydeomycetes,a
7,CISTE2-4,Cistus salviifolius,Tomentella,sp5,Tomentella sp5,7 sp5 Tomentella sp5,Basidiomycète,Thelephoraceae,a
15,CS2-5,Castanea sativa,Cenococcum,sp5,Cenococcum sp5,15 sp5 Cenococcum sp5,Ascomycète,Dothydeomycetes,a
15,CS6-4,Castanea sativa,Cenococcum,sp5,Cenococcum sp5,15 sp5 Cenococcum sp5,Ascomycète,Dothydeomycetes,a
14,CS7-9,Castanea sativa,Cenococcum,sp5,Cenococcum sp5,14 sp5 Cenococcum sp5,Ascomycète,Dothydeomycetes,a
15,FS1-5,Fagus sylvatica,Cenococcum,sp5,Cenococcum sp5,15 sp5 Cenococcum sp5,Ascomycète,Dothydeomycetes,a
15,PIN4S-8,Pinus spp.,Cenococcum,sp5,Cenococcum sp5,15 sp5 Cenococcum sp5,Ascomycète,Dothydeomycetes,a
15,PIN7-2,Pinus spp.,Helotiales,sp5,Helotiales sp5,15 sp5 Helotiales sp5,Ascomycète,Helotiales,a
7,QI1-2,Quercus ilex,Cenococcum,sp5,Cenococcum sp5,7 sp5 Cenococcum sp5,Ascomycète,Dothydeomycetes,a
15,QI4,Quercus ilex,Cenococcum,sp5,Cenococcum sp5,15 sp5 Cenococcum sp5,Ascomycète,Dothydeomycetes,a
15,QI4-2,Quercus ilex,Cenococcum,sp5,Cenococcum sp5,15 sp5 Cenococcum sp5,Ascomycète,Dothydeomycetes,a
15,QP1-4,Quercus pubescens,Cenococcum,sp5,Cenococcum sp5,15 sp5 Cenococcum sp5,Ascomycète,Dothydeomycetes,a
15,QP1-5,Quercus pubescens,Cenococcum,sp5,Cenococcum sp5,15 sp5 Cenococcum sp5,Ascomycète,Dothydeomycetes,a
15,QP3-8,Quercus pubescens,Cenococcum,sp5,Cenococcum sp5,15 sp5 Cenococcum sp5,Ascomycète,Dothydeomycetes,a
15,AU1-2,Arbutus unedo,Cenococcum,sp6,Cenococcum sp6,15 sp6 Cenococcum sp6,Ascomycète,Dothydeomycetes,a
15,AU1-4,Arbutus unedo,Cenococcum,sp6,Cenococcum sp6,15 sp6 Cenococcum sp6,Ascomycète,Dothydeomycetes,a
15,AU5-5,Arbutus unedo,Helotiales,sp6,Helotiales sp6,15 sp6 Helotiales sp6,Ascomycète,Helotiales,a
15,AU5-6,Arbutus unedo,Cenococcum,sp6,Cenococcum sp6,15 sp6 Cenococcum sp6,Ascomycète,Dothydeomycetes,a
15,CS2-12,Castanea sativa,Cenococcum,sp6,Cenococcum sp6,15 sp6 Cenococcum sp6,Ascomycète,Dothydeomycetes,a
15,CS3-3,Castanea sativa,Cenococcum,sp6,Cenococcum sp6,15 sp6 Cenococcum sp6,Ascomycète,Dothydeomycetes,a
15,CS7-15,Castanea sativa,Cenococcum,sp6,Cenococcum sp6,15 sp6 Cenococcum sp6,Ascomycète,Dothydeomycetes,a
15,FS2-1,Fagus sylvatica,Tomentella,sp6,Tomentella sp6,15 sp6 Tomentella sp6,Basidiomycète,Thelephoraceae,b
15,FS2-15,Fagus sylvatica,Tomentella,sp6,Tomentella sp6,15 sp6 Tomentella sp6,Basidiomycète,Thelephoraceae,a
15,PIN1-4,Pinus spp.,Cenococcum,sp6,Cenococcum sp6,15 sp6 Cenococcum sp6,Ascomycète,Dothydeomycetes,a
15,PIN7-10,Pinus spp.,Cenococcum,sp6,Cenococcum sp6,15 sp6 Cenococcum sp6,Ascomycète,Dothydeomycetes,a
15,PIN7-4,Pinus spp.,Cenococcum,sp6,Cenococcum sp6,15 sp6 Cenococcum sp6,Ascomycète,Dothydeomycetes,a
15,QI2-1,Quercus ilex,Cenococcum,sp6,Cenococcum sp6,15 sp6 Cenococcum sp6,Ascomycète,Dothydeomycetes,a
15,QP2-7,Quercus pubescens,Cenococcum,sp6,Cenococcum sp6,15 sp6 Cenococcum sp6,Ascomycète,Dothydeomycetes,a
15,QP2-8,Quercus pubescens,Cenococcum,sp6,Cenococcum sp6,15 sp6 Cenococcum sp6,Ascomycète,Dothydeomycetes,a
15,QP4-11,Quercus pubescens,Cenococcum,sp6,Cenococcum sp6,15 sp6 Cenococcum sp6,Ascomycète,Dothydeomycetes,a
15,QP4-8,Quercus pubescens,Cenococcum,sp6,Cenococcum sp6,15 sp6 Cenococcum sp6,Ascomycète,Dothydeomycetes,a
15,PIN1-6,Pinus spp.,Helotiales,sp7,Helotiales sp7,15 sp7 Helotiales sp7,Ascomycète,Helotiales,a
14,PIN3-19,Pinus spp.,Tomentella,sp7,Tomentella sp7,14 sp7 Tomentella sp7,Basidiomycète,Thelephoraceae,a
14,PIN3-3,Pinus spp.,Tomentella,sp7,Tomentella sp7,14 sp7 Tomentella sp7,Basidiomycète,Thelephoraceae,a
14,PIN3-7,Pinus spp.,Tomentella,sp7,Tomentella sp7,14 sp7 Tomentella sp7,Basidiomycète,Thelephoraceae,a
7,AC1-2,Alnus cordata,Helotiales,sp8,Helotiales sp8,7 sp8 Helotiales sp8,Ascomycète,Helotiales,a
7,AC1-4,Alnus cordata,Helotiales,sp8,Helotiales sp8,7 sp8 Helotiales sp8,Ascomycète,Helotiales,a
7,AC1-7,Alnus cordata,Helotiales,sp8,Helotiales sp8,7 sp8 Helotiales sp8,Ascomycète,Helotiales,a
7,AC2-7,Alnus cordata,Helotiales,sp8,Helotiales sp8,7 sp8 Helotiales sp8,Ascomycète,Helotiales,a
14,CS7-2,Castanea sativa,Helotiales,sp8,Helotiales sp8,14 sp8 Helotiales sp8,Ascomycète,Helotiales,a
15,FS2-13,Fagus sylvatica,Helotiales,sp8,Helotiales sp8,15 sp8 Helotiales sp8,Ascomycète,Helotiales,b
15,FS2-4,Fagus sylvatica,Tomentella,sp8,Tomentella sp8,15 sp8 Tomentella sp8,Basidiomycète,Thelephoraceae,a
14,PIN1-6,Pinus spp.,Helotiales,sp8,Helotiales sp8,14 sp8 Helotiales sp8,Ascomycète,Helotiales,a
14,PIN1-9,Pinus spp.,Helotiales,sp8,Helotiales sp8,14 sp8 Helotiales sp8,Ascomycète,Helotiales,b
14,QI3-12,Quercus ilex,Helotiales,sp8,Helotiales sp8,14 sp8 Helotiales sp8,Ascomycète,Helotiales,b
14,QI3-14,Quercus ilex,Helotiales,sp8,Helotiales sp8,14 sp8 Helotiales sp8,Ascomycète,Helotiales,b
14,AU2-7,Arbutus unedo,Helotiales,sp9,Helotiales sp9,14 sp9 Helotiales sp9,Ascomycète,Helotiales,a
7,CISTE2-4,Cistus salviifolius,Helotiales,sp9,Helotiales sp9,7 sp9 Helotiales sp9,Ascomycète,Helotiales,a
7,CS1-2,Castanea sativa,Helotiales,sp9,Helotiales sp9,7 sp9 Helotiales sp9,Ascomycète,Helotiales,a
7,CS2-14,Castanea sativa,Helotiales,sp9,Helotiales sp9,7 sp9 Helotiales sp9,Ascomycète,Helotiales,a
7,CS2-2,Castanea sativa,Helotiales,sp9,Helotiales sp9,7 sp9 Helotiales sp9,Ascomycète,Helotiales,a
15,CS3-11,Castanea sativa,Tomentella,sp9,Tomentella sp9,15 sp9 Tomentella sp9,Basidiomycète,Thelephoraceae,b
15,CS3-12,Castanea sativa,Tomentella,sp9,Tomentella sp9,15 sp9 Tomentella sp9,Basidiomycète,Thelephoraceae,b
15,CS3-13,Castanea sativa,Tomentella,sp9,Tomentella sp9,15 sp9 Tomentella sp9,Basidiomycète,Thelephoraceae,b
7,CS3-6,Castanea sativa,Helotiales,sp9,Helotiales sp9,7 sp9 Helotiales sp9,Ascomycète,Helotiales,b
14,CS5-8,Castanea sativa,Helotiales,sp9,Helotiales sp9,14 sp9 Helotiales sp9,Ascomycète,Helotiales,a
14,PINX-10,Pinus spp.,Helotiales,sp9,Helotiales sp9,14 sp9 Helotiales sp9,Ascomycète,Helotiales,a
15,QP4-1,Quercus pubescens,Helotiales,sp9,Helotiales sp9,15 sp9 Helotiales sp9,Ascomycète,Helotiales,a
15,QP4-3,Quercus pubescens,Helotiales,sp9,Helotiales sp9,15 sp9 Helotiales sp9,Ascomycète,Helotiales,a
7,AU3-3,Arbutus unedo,Xerocomus,subtomentosus,Xerocomus subtomentosus,7 subtomentosus Xerocomus subtomentosus,Basidiomycète,Boletaceae,a
7,AU3-4,Arbutus unedo,Xerocomus,subtomentosus,Xerocomus subtomentosus,7 subtomentosus Xerocomus subtomentosus,Basidiomycète,Boletaceae,a
7,OC2-11,Ostrya carpinifolia,Xerocomus,subtomentosus,Xerocomus subtomentosus,7 subtomentosus Xerocomus subtomentosus,Basidiomycète,Boletaceae,a
7,QI4-2,Quercus ilex,Xerocomus,subtomentosus,Xerocomus subtomentosus,7 subtomentosus Xerocomus subtomentosus,Basidiomycète,Boletaceae,a
7,QI4-4,Quercus ilex,Xerocomus,subtomentosus,Xerocomus subtomentosus,7 subtomentosus Xerocomus subtomentosus,Basidiomycète,Boletaceae,a
7,AU3-6,Arbutus unedo,Inocybe,suecica,Inocybe suecica,7 suecica Inocybe suecica,Basidiomycète,Inocybaceae,a
7,QI4-7,Quercus ilex,Inocybe,suecica,Inocybe suecica,7 suecica Inocybe suecica,Basidiomycète,Inocybaceae,a
7,CS5-13,Castanea sativa,Cortinarius,uraceomajalis,Cortinarius uraceomajalis,7 uraceomajalis Cortinarius uraceomajalis,Basidiomycète,Cortinariaceae,a
7,CS5-2,Castanea sativa,Cortinarius,uraceomajalis,Cortinarius uraceomajalis,7 uraceomajalis Cortinarius uraceomajalis,Basidiomycète,Cortinariaceae,a
15,QI4-7,Quercus ilex,Fibroporia,vaillantii,Fibroporia vaillantii,15 vaillantii Fibroporia vaillantii,Basidiomycète,Fibroporiaceae,a
14,QI3-1,Quercus ilex,Russula,velutipes,Russula velutipes,14 velutipes Russula velutipes,Basidiomycète,Russulaceae,a
14,QI3-2,Quercus ilex,Russula,velutipes,Russula velutipes,14 velutipes Russula velutipes,Basidiomycète,Russulaceae,a
14,QP3-7,Quercus pubescens,Russula,velutipes,Russula velutipes,14 velutipes Russula velutipes,Basidiomycète,Russulaceae,a
15,CS7-1,Castanea sativa,Genea,verrucosa,Genea verrucosa,15 verrucosa Genea verrucosa,Ascomycète,Pyronemataceae,b
15,CS7-10,Castanea sativa,Genea,verrucosa,Genea verrucosa,15 verrucosa Genea verrucosa,Ascomycète,Pyronemataceae,a
15,CS7-11,Castanea sativa,Genea,verrucosa,Genea verrucosa,15 verrucosa Genea verrucosa,Ascomycète,Pyronemataceae,a
15,CS7-5,Castanea sativa,Genea,verrucosa,Genea verrucosa,15 verrucosa Genea verrucosa,Ascomycète,Pyronemataceae,a
15,CS1-4,Castanea sativa,Scleroderma,verrucosum,Scleroderma verrucosum,15 verrucosum Scleroderma verrucosum,Basidiomycète,Sclerodermataceae,a
7,AC4-1,Alnus cordata,Russula,vesca,Russula vesca,7 vesca Russula vesca,Basidiomycète,Russulaceae,a
7,AC4-2,Alnus cordata,Russula,vesca,Russula vesca,7 vesca Russula vesca,Basidiomycète,Russulaceae,a
7,AC4-4,Alnus cordata,Russula,vesca,Russula vesca,7 vesca Russula vesca,Basidiomycète,Russulaceae,a
7,CS1-11,Castanea sativa,Russula,vesca,Russula vesca,7 vesca Russula vesca,Basidiomycète,Russulaceae,a
7,QP1-1,Quercus pubescens,Russula,vesca,Russula vesca,7 vesca Russula vesca,Basidiomycète,Russulaceae,a
7,QP1-2,Quercus pubescens,Russula,vesca,Russula vesca,7 vesca Russula vesca,Basidiomycète,Russulaceae,a
7,QP1-3,Quercus pubescens,Russula,vesca,Russula vesca,7 vesca Russula vesca,Basidiomycète,Russulaceae,a
7,QP1-4,Quercus pubescens,Russula,vesca,Russula vesca,7 vesca Russula vesca,Basidiomycète,Russulaceae,a
7,QP1-5,Quercus pubescens,Russula,vesca,Russula vesca,7 vesca Russula vesca,Basidiomycète,Russulaceae,a
7,QP1-6,Quercus pubescens,Russula,vesca,Russula vesca,7 vesca Russula vesca,Basidiomycète,Russulaceae,b
7,QP1-8,Quercus pubescens,Russula,vesca,Russula vesca,7 vesca Russula vesca,Basidiomycète,Russulaceae,a
7,CS6-4,Castanea sativa,Russula,virescens,Russula virescens,7 virescens Russula virescens,Basidiomycète,Russulaceae,b
7,CS6-9,Castanea sativa,Russula,virescens,Russula virescens,7 virescens Russula virescens,Basidiomycète,Russulaceae,a
7,OC2-8,Ostrya carpinifolia,Russula,virescens,Russula virescens,7 virescens Russula virescens,Basidiomycète,Russulaceae,a
7,QI1-1,Quercus ilex,Russula,virescens,Russula virescens,7 virescens Russula virescens,Basidiomycète,Russulaceae,a
